,Code,Year,Coal rents (% of GDP),Current health expenditure (% of GDP),Exports of goods and services (% of GDP),Forest rents (% of GDP),Fuel exports (% of merchandise exports),Fuel imports (% of merchandise imports),GDP (constant 2015 US$),GDP (current US$),Gini index,"Government expenditure on education, total (% of GDP)",Imports of goods and services (% of GDP),"Inflation, consumer prices (annual %)",Manufactures exports (% of merchandise exports),Manufactures imports (% of merchandise imports),Merchandise exports (current US$),Merchandise imports (current US$),Merchandise trade (% of GDP),Military expenditure (% of GDP),Mineral rents (% of GDP),Natural gas rents (% of GDP),Oil rents (% of GDP),"Population, total",Research and development expenditure (% of GDP),Ores and metals exports (% of merchandise exports),Ores and metals imports (% of merchandise imports),Total natural resources rents (% of GDP),Human Development Index,GDP_pc
1121,ECU,2015,0.0,7.49149466,21.2582213779601,0.353777217138995,36.3427967688568,19.6179534346037,99290381000.0,99290381000.0,46.0,4.99870014190674,23.9856557706229,3.96664623255358,7.31217444353999,68.853792224131,18331000000.0,21518000000.0,40.1337970492832,2.6160741592884,0.0643810131639396,0.0190291431700831,4.19483660505841,16195902,,0.992358606198248,1.35659326106419,4.63202397853143,0.765,6130.586675567683
1122,ECU,2016,0.0,7.27991438,19.5047912651498,0.404653909314901,32.7169914569429,16.3634861655354,98072699669.1292,99937696000.0,45.0,4.36274814605713,19.016549070733,1.72826463324533,7.19291940900939,70.1246558940887,16798000000.0,16324000000.0,33.1426491961552,2.51476680030726,0.0828958421781742,0.0089325525577212,3.26158550456448,16439585,,1.07250605981619,1.37053911827841,3.75806780861528,0.762,5965.643273180509
1123,ECU,2017,0.0,7.42857933,20.8328178926217,0.375864582422932,36.2561114099386,17.0242895876144,100395440274.107,104295862000.0,44.7,4.6142578125,21.5889034983957,0.417335588666825,6.13769331345559,69.6261965231433,19122000000.0,20010000000.0,37.5201846454848,2.36126338358467,0.0849569513997177,0.0099993351361004,4.51289936555742,16696944,,1.35925235768237,1.61789044309444,4.98372023451617,0.762,6012.803317427847
1124,ECU,2018,0.0,7.86490965,22.6046839884209,0.318999357333842,40.7852721644812,19.5310694175478,101689830586.566,107562008000.0,45.4,4.62145519256592,23.7574469602687,-0.224103246005552,5.99274818389326,66.9137481455609,21628000000.0,23177000000.0,41.6550423640288,2.35188715281228,0.0,0.0183213291864609,6.75910009874679,17015672,,1.33949761872664,1.40733025675995,7.0964207852671,0.762,5976.245345265588
1125,ECU,2019,0.0,7.81824636,23.0483673045907,0.276947616236113,39.1701538590398,19.4036717314673,101702140245.144,108108009000.0,45.7,4.22565984725952,23.0284538863351,0.266012515466155,5.51262660950168,66.8500769371257,22329000000.0,22564000000.0,41.5260630690183,2.18363240921904,0.0,0.0174551929671252,5.52629823993135,17343740,,1.39691194692572,1.0290573541622,5.82070104913459,0.76,5863.91056629908
1126,ECU,2020,0.0,8.47677135,21.8579265957348,0.352870526886709,26.0572897017572,15.4751794718773,93781977159.7812,99291124000.0,47.3,4.11401987075806,19.5173034802184,-0.338872392562139,6.07768910764562,67.5838425261427,20355000000.0,17918000000.0,38.5462450802753,2.37312249582349,0.0,0.0086762717011158,2.56275988674609,17588595,,4.12023735620389,1.06475443719321,2.92430668533391,0.731,5331.976610967573
1127,ECU,2021,0.0,,26.1883645351699,0.282583696370884,32.2853645441255,18.8822407502782,97753879511.9558,106165866000.0,45.8,3.6913800239563,25.1976440337236,0.133251386096389,5.99500665320388,64.9859758373171,26699000000.0,25690000000.0,49.3463690109211,2.24439369241334,0.0,0.0136026725030243,6.40325083301788,17797737,,6.61445465526514,1.59494773120281,6.69943720189179,0.74,5492.489270515448
1128,EGY,1998,0.0,,16.214335421016,0.339883884618343,29.5257393353993,4.84783861786082,159280817659.262,84828807556.0803,,,25.7132915796799,3.8725754642749,44.0367762001181,59.0421432383901,3130000000.0,16166000000.0,22.7469895615866,2.65938329094369,0.0402208069832633,0.525188376468722,3.42870521918816,68446011,0.199100002646446,5.50338337530886,3.05644929570117,4.33399828725849,0.624,2327.1015407933996
1129,EGY,1999,3.01803216259927e-08,,15.0520156046814,0.155142402193562,36.9130338926473,6.06550395767599,168922784449.1,90710704806.8416,32.8,,23.3094928478544,3.07949912638332,37.1192341545595,58.8518847516619,3559000000.0,16022000000.0,21.5862064369311,2.56976747814276,0.027137317018381,0.559601222853832,5.19186775765069,69907887,0.186509996652603,4.38505216215119,2.99387047317393,5.93374872989679,0.629,2416.3623261721527
1130,EGY,2000,0.0002650613685497,4.92244291,16.2011173184358,0.124284373862495,41.9128863608293,7.58487691222193,179683172291.846,99838543960.0763,,,22.8168185827698,2.68380535348546,38.4222365315143,55.4460095641679,5276000000.0,14578000000.0,19.8861073213761,2.55126513982739,0.0130912613990578,0.80988360858388,6.47222160611776,71371371,0.192469999194145,3.8724542503985,2.42479426307705,7.41974591133175,0.633,2517.58050566026
